"Name","gene_name","chr","pos","Relation_to_Island","UCSC_RefGene_Group"
"cg01786630_BC21","NTRK2","chr9",84669564,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200"
"cg00905895_BC21","NTRK2","chr9",85069337,"OpenSea",""
"cg09440862_BC21","NTRK2","chr9",84669724,"Island","5UTR;exon_3;5UTR;exon_1;5UTR;exon_3;5UTR;exon_3;5UTR;exon_2;5UTR;exon_3;5UTR;exon_3;5UTR;exon_3;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200"
"cg03616755_BC21","NTRK2","chr9",84669712,"Island","5UTR;exon_3;5UTR;exon_1;5UTR;exon_3;5UTR;exon_3;5UTR;exon_2;5UTR;exon_3;5UTR;exon_3;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200"
"cg13849771_BC21","NTRK2","chr9",84786752,"OpenSea",""
"cg13851101_BC21","NTRK2","chr9",84954257,"OpenSea",""
"cg00638344_BC21","NTRK2","chr9",84701848,"OpenSea",""
"cg15733849_BC21","NTRK2","chr9",84672079,"Shore","TSS200;TSS200;TSS200"
"cg13851404_BC21","NTRK2","chr9",84996411,"OpenSea",""
"cg00132384_BC21","NTRK2","chr9",84669510,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200"
"cg13849201_BC21","NTRK2","chr9",84711680,"OpenSea",""
"cg13850960_BC21","NTRK2","chr9",84933217,"OpenSea",""
"cg09781034_BC21","NTRK2","chr9",84731795,"OpenSea",""
"cg03319208_BC21","NTRK2","chr9",84702195,"OpenSea","exon_5;exon_3;exon_3;exon_5;exon_5;exon_4;exon_3;exon_3;5UTR;exon_2;5UTR;exon_2;exon_4;exon_2;exon_3;exon_3;exon_5;exon_4;exon_5;exon_5;exon_4;exon_3;exon_3;exon_3;exon_2;5UTR;exon_2;5UTR;exon_2;exon_3"
"cg13702024_BC21","NTRK2","chr9",84766561,"OpenSea",""
"cg13849354_BC21","NTRK2","chr9",84731160,"OpenSea",""
"cg15737609_BC21","NTRK2","chr9",85005412,"OpenSea",""
"cg13848734_BC21","NTRK2","chr9",84668541,"Island","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg13849122_BC21","NTRK2","chr9",84701929,"OpenSea",""
"cg13848920_BC21","NTRK2","chr9",84673940,"Shelf",""
"cg13850350_BC21","NTRK2","chr9",84858982,"OpenSea",""
"cg13850341_BC21","NTRK2","chr9",84857855,"OpenSea",""
"cg13850978_TC21","NTRK2","chr9",84937048,"OpenSea",""
"cg13850970_TC21","NTRK2","chr9",84934211,"OpenSea","exon_14;exon_15;exon_14;exon_13;exon_13;exon_14;exon_15"
"cg13850964_BC21","NTRK2","chr9",84933544,"OpenSea",""
"cg13850917_BC21","NTRK2","chr9",84929273,"OpenSea",""
"cg13850865_TC21","NTRK2","chr9",84923343,"OpenSea",""
"cg13850857_TC21","NTRK2","chr9",84922194,"OpenSea",""
"cg13850846_TC21","NTRK2","chr9",84920368,"OpenSea",""
"cg13850829_TC21","NTRK2","chr9",84917820,"OpenSea",""
"cg13849734_BC21","NTRK2","chr9",84781510,"OpenSea",""
"cg13849091_BC21","NTRK2","chr9",84697825,"OpenSea",""
"cg13851851_TC21","NTRK2","chr9",85056559,"OpenSea",""
"cg13851136_TC21","NTRK2","chr9",84955989,"OpenSea",""
"cg13851101_BC22","NTRK2","chr9",84954257,"OpenSea",""
"cg13851095_TC21","NTRK2","chr9",84954009,"OpenSea",""
"cg13851075_BC21","NTRK2","chr9",84951513,"OpenSea",""
"cg13850198_TC21","NTRK2","chr9",84839792,"OpenSea",""
"cg13850197_BC21","NTRK2","chr9",84839761,"OpenSea",""
"cg13849651_TC21","NTRK2","chr9",84769989,"OpenSea",""
"cg13849197_BC21","NTRK2","chr9",84711345,"OpenSea",""
"cg13850345_BC21","NTRK2","chr9",84858599,"OpenSea",""
"cg08322244_BC11","PER1","chr17",8163351,"Shore","TSS1500;TSS1500"
"cg08521677_BC11","PER1","chr17",8151370,"Island",""
"cg10088519_TC11","PER1","chr17",8162922,"Island","exon_1;5UTR;TSS200"
"cg27099373_BC11","PER1","chr17",8156456,"Island",""
"cg06505999_TC11","PER1","chr17",8156426,"Island",""
"cg16571098_BC11","PER1","chr17",8162524,"Shore","exon_1;5UTR"
"cg05012902_TC11","PER1","chr17",8162199,"Shore",""
"cg08898192_TC11","PER1","chr17",8138749,"OpenSea",""
"cg02689667_BC11","PER1","chr17",8162866,"Island","exon_1;5UTR"
"cg07536452_BC11","PER1","chr17",8156396,"Island",""
"cg07592976_TC11","PER1","chr17",8152415,"Island","TSS200"
"cg13433366_TC21","PER1","chr17",8153740,"Shore","TSS1500"
"cg22145003_BC21","PER1","chr17",8154528,"Shore",""
"cg10708955_BC21","PER1","chr17",8153632,"Shore","TSS1500"
"cg16545079_BC21","PER1","chr17",8152570,"Shore","TSS200"
"cg04658021_TC21","PER1","chr17",8153649,"Shore","TSS1500"
"cg04055490_TC21","PER1","chr17",8155694,"Shore",""
"cg11257113_TC21","PER1","chr17",8158886,"Shore",""
"cg10028884_BC21","PER1","chr17",8151511,"Island",""
"cg15008041_BC21","PER1","chr17",8156593,"Island",""
"cg13759852_BC21","PER1","chr17",8153667,"Shore","TSS1500"
"cg01803844_BC21","PER1","chr17",8133498,"OpenSea",""
"cg08189088_BC21","PER1","chr17",8153174,"Shore","TSS1500"
"cg02359589_BC21","PER1","chr17",8142345,"OpenSea","exon_21"
"cg06271327_TC21","PER1","chr17",8159194,"Shelf","3UTR;exon_5;3UTR;exon_5"
"cg14158601_BC21","PER1","chr17",8152513,"Island","TSS200"
"cg22195222_BC21","PER1","chr17",8163152,"Island","TSS1500;TSS1500"
"cg27004243_BC21","PER1","chr17",8152042,"Island",""
"cg17314998_TC21","PER1","chr17",8142297,"OpenSea","exon_21"
"cg10234375_TC21","PER1","chr17",8156725,"Island",""
"cg25479708_TC21","PER1","chr17",8164441,"Shore","TSS1500"
"cg00938816_BC21","PER1","chr17",8154831,"Shore",""
"cg05893602_TC21","PER1","chr17",8140938,"OpenSea","3UTR;exon_23"
"cg03301481_BC21","PER1","chr17",8148757,"Shelf","exon_8"
"cg13284983_TC21","PER1","chr17",8143313,"OpenSea","exon_19"
"cg20503576_TC21","PER1","chr17",8152566,"Shore","TSS200"
"cg00693172_TC21","PER1","chr17",8150108,"Shore","exon_4"
"cg22315544_TC21","PER1","chr17",8163353,"Shore","TSS1500;TSS1500"
"cg24750681_BC21","PER1","chr17",8133861,"OpenSea",""
"cg06061483_TC21","PER1","chr17",8154452,"Shore",""
"cg08783928_TC21","PER1","chr17",8164005,"Shore","TSS1500;TSS1500"
"cg01507817_TC21","PER1","chr17",8132164,"OpenSea",""
"cg26173986_TC21","PER1","chr17",8163698,"Shore","TSS1500;TSS1500"
"cg02617476_BC21","PER1","chr17",8133485,"OpenSea",""
"cg14966850_BC21","PER1","chr17",8139522,"OpenSea",""
"cg21093368_TC21","PER1","chr17",8152516,"Island","TSS200"
"cg08274538_BC21","PER1","chr17",8163165,"Island","TSS1500;TSS1500"
"cg27073561_BC21","PER1","chr17",8142299,"OpenSea","exon_21"
"cg05247640_TC21","PER1","chr17",8164458,"Shore",""
"cg22144855_TC21","PER1","chr17",8150634,"Shore","exon_2"
"cg22144854_BC21","PER1","chr17",8150606,"Shore","exon_2"
"cg22144697_TC21","PER1","chr17",8144757,"OpenSea","exon_18"
"cg22144696_TC21","PER1","chr17",8144753,"OpenSea","exon_18"
"cg22144684_BC21","PER1","chr17",8143951,"OpenSea",""
"cg22144678_BC21","PER1","chr17",8143816,"OpenSea","exon_19"
"cg22144595_BC21","PER1","chr17",8140083,"OpenSea",""
"cg22144594_BC21","PER1","chr17",8140075,"OpenSea",""
"cg22144519_TC21","PER1","chr17",8138481,"OpenSea",""
"cg22144515_BC21","PER1","chr17",8138300,"OpenSea",""
"cg00039627_TC11","PER2","chr2",238234575,"Shelf",""
"cg24127874_BC11","PER2","chr2",238241218,"Island","TSS1500;TSS1500;TSS1500"
"cg23905308_TC11","PER2","chr2",238288306,"Island",""
"cg15319457_BC11","PER2","chr2",238239491,"Island","exon_3;exon_3"
"cg10976861_BC11","PER2","chr2",238241296,"Shore","TSS1500;TSS1500;TSS1500"
"cg11815105_TC11","PER2","chr2",238240208,"Island","TSS200;TSS200;TSS200"
"cg12912690_BC11","PER2","chr2",238288816,"Island","TSS1500"
"cg11027325_TC11","PER2","chr2",238240033,"Island","exon_1;5UTR;exon_1;5UTR;exon_1;5UTR"
"cg17283117_BC11","PER2","chr2",238239978,"Island","exon_1;5UTR;exon_1;5UTR;exon_1;5UTR"
"cg13787782_BC11","PER2","chr2",238252927,"OpenSea","exon_19"
"cg24831107_TC11","PER2","chr2",238288498,"Island","5UTR;exon_1"
"cg09577426_TC11","PER2","chr2",238234697,"Shelf",""
"cg03438090_BC11","PER2","chr2",238234452,"Shelf",""
"cg09163117_BC11","PER2","chr2",238240056,"Island","TSS200;TSS200;TSS200"
"cg03004097_BC11","PER2","chr2",238289141,"Island","TSS1500"
"cg03200764_BC11","PER2","chr2",238240851,"Island","TSS1500;TSS1500;TSS1500"
"cg03054157_TC11","PER2","chr2",238239840,"Island","exon_1;exon_1;exon_1"
"cg16948082_BC11","PER2","chr2",238288715,"Island","TSS200"
"cg04366702_TC21","PER2","chr2",238259806,"OpenSea",""
"cg05664072_BC21","PER2","chr2",238289653,"Shore","TSS1500"
"cg23969423_TC21","PER2","chr2",238238964,"Island","exon_4;3UTR;exon_4;exon_4"
"cg07719617_TC21","PER2","chr2",238261055,"OpenSea",""
"cg11903188_TC21","PER2","chr2",238286961,"Shore",""
"cg13469320_BC21","PER2","chr2",238253481,"OpenSea","exon_19"
"cg06594010_BC21","PER2","chr2",238241343,"Shore","TSS1500;TSS1500;TSS1500"
"cg12649232_BC21","PER2","chr2",238237263,"Shore",""
"cg02105326_TC21","PER2","chr2",238240501,"Island","TSS1500;TSS1500;TSS1500"
"cg04169774_TC21","PER2","chr2",238289796,"Shore","TSS1500"
"cg06246651_TC21","PER2","chr2",238279157,"OpenSea",""
"cg08202720_BC21","PER2","chr2",238287578,"Shore",""
"cg24917789_BC21","PER2","chr2",238278509,"OpenSea",""
"cg03671396_BC21","PER2","chr2",238258282,"OpenSea","exon_16"
"cg16914508_BC21","PER2","chr2",238252461,"OpenSea",""
"cg02976543_TC21","PER2","chr2",238288966,"Island","TSS1500"
"cg06259818_TC21","PER2","chr2",238245224,"Shelf","3UTR;exon_23"
"cg10780517_TC21","PER2","chr2",238290177,"Shore",""
"cg23072629_BC21","PER2","chr2",238286896,"Shore",""
"cg10210789_BC21","PER2","chr2",238240443,"Island","TSS1500;TSS1500;TSS1500"
"cg12308675_TC21","PER2","chr2",238260896,"OpenSea","exon_13"
"cg25706474_TC21","PER2","chr2",238252516,"OpenSea",""
"cg21462970_TC21","PER2","chr2",238252847,"OpenSea",""
"cg20070418_BC21","PER2","chr2",238253589,"OpenSea","exon_19"
"cg24204951_TC21","PER2","chr2",238263443,"OpenSea",""
"cg08121041_TC21","PER2","chr2",238238804,"Shore","3UTR;exon_4;3UTR;exon_4;3UTR;exon_4"
"cg21315421_TC21","PER2","chr2",238252550,"OpenSea",""
"cg05486647_BC21","PER2","chr2",238277951,"OpenSea","exon_2;5UTR"
"cg23864664_TC21","PER2","chr2",238267188,"OpenSea",""
"cg09128059_BC21","PER2","chr2",238290393,"Shore",""
"cg08224291_BC21","PER2","chr2",238283319,"OpenSea",""
"cg10992253_TC21","PER2","chr2",238272479,"OpenSea",""
"cg13875151_BC21","PER2","chr2",238278905,"OpenSea",""
"cg06174546_BC21","PER2","chr2",238263079,"OpenSea",""
"cg07725712_TC21","PER2","chr2",238243278,"Shelf",""
"cg17536667_BC21","PER2","chr2",238297873,"OpenSea",""
"cg14026288_TC21","PER2","chr2",238247594,"OpenSea",""
"cg02424494_TC21","PER2","chr2",238291487,"Shelf",""
"cg14055421_TC21","PER2","chr2",238290901,"Shore",""
"cg21854965_TC21","PER2","chr2",238274344,"OpenSea",""
"cg01480447_TC21","PER2","chr2",238285743,"Shelf",""
"cg04310348_BC21","PER2","chr2",238278007,"OpenSea",""
"cg20146792_BC21","PER2","chr2",238259855,"OpenSea",""
"cg21812149_BC21","PER2","chr2",238294650,"OpenSea",""
"cg04366515_BC21","PER2","chr2",238250568,"OpenSea","exon_21"
"cg04366588_BC21","PER2","chr2",238253403,"OpenSea","exon_19"
"cg04366785_BC21","PER2","chr2",238263811,"OpenSea",""
"cg04366523_BC21","PER2","chr2",238250994,"OpenSea",""
"cg04366762_BC21","PER2","chr2",238262711,"OpenSea",""
"cg04366683_BC21","PER2","chr2",238258978,"OpenSea",""
"cg08846772_BC21","PER2","chr2",238257821,"OpenSea",""
"cg04117792_BC21","PER2","chr2",238252610,"OpenSea",""
"cg14782104_BC21","PER2","chr2",238261212,"OpenSea",""
"cg04367198_TC21","PER2","chr2",238287903,"Shore",""
"cg04366785_BC22","PER2","chr2",238263811,"OpenSea",""
"cg04367564_BC21","PER2","chr2",238300062,"OpenSea",""
"cg04366946_BC21","PER2","chr2",238273455,"OpenSea",""
"cg20387815_TC11","POMC","chr2",25168797,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg06904565_TC11","POMC","chr2",25168653,"Island","TSS200;TSS200;TSS200;TSS200"
"cg13025668_TC11","POMC","chr2",25168787,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg00674304_BC11","POMC","chr2",25168831,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg10045137_TC11","POMC","chr2",25161071,"Island","3UTR;exon_3;3UTR;exon_4;3UTR;exon_4;3UTR;exon_3"
"cg06846259_BC11","POMC","chr2",25161785,"Island",""
"cg23598419_BC11","POMC","chr2",25168173,"Shore",""
"cg02757179_TC11","POMC","chr2",25161940,"Shore",""
"cg24718866_TC11","POMC","chr2",25168405,"Island",""
"cg02558428_BC11","POMC","chr2",25168634,"Island","TSS200;TSS200;TSS200;TSS200"
"cg09527270_TC11","POMC","chr2",25167516,"Shore",""
"cg09527270_TC12","POMC","chr2",25167516,"Shore",""
"cg09527270_TC13","POMC","chr2",25167516,"Shore",""
"cg11952478_TC21","POMC","chr2",25157773,"Shelf","exon_23;3UTR;exon_23;3UTR"
"cg03385207_TC21","POMC","chr2",25171566,"Shelf",""
"cg08030082_TC21","POMC","chr2",25168970,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg16302441_TC21","POMC","chr2",25168961,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg09916783_TC21","POMC","chr2",25169042,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg02716646_TC21","POMC","chr2",25161424,"Island","exon_3;exon_4;exon_4;exon_3"
"cg00293936_TC21","POMC","chr2",25168636,"Island","TSS200;TSS200;TSS200;TSS200"
"cg22900229_BC21","POMC","chr2",25168904,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg19241807_BC21","POMC","chr2",25169687,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg24425171_BC21","POMC","chr2",25168842,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg01926269_BC21","POMC","chr2",25168801,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg09672383_BC21","POMC","chr2",25167671,"Shore",""
"cg04722939_BC21","POMC","chr2",25151921,"OpenSea","exon_21;exon_21"
"cg14357535_BC21","POMC","chr2",25166171,"Shelf",""
"cg15391491_BC21","POMC","chr2",25160535,"Shore",""
"cg23809645_TC21","POMC","chr2",25160982,"Shore","3UTR;exon_3;3UTR;exon_4;3UTR;exon_4;3UTR;exon_3"
"cg02079741_TC21","POMC","chr2",25167555,"Shore",""
"cg17736230_TC21","POMC","chr2",25168851,"Island","TSS1500;TSS1500;TSS1500;TSS1500"
"cg11894631_TC21","POMC","chr2",25167120,"Shore",""
"cg03560973_TC21","POMC","chr2",25167531,"Shore",""
"cg20807790_BC21","POMC","chr2",25161893,"Island",""
"cg03131220_BC21","POMC","chr2",25156938,"OpenSea","exon_23;3UTR;exon_23;3UTR"
"cg02066478_TC21","POMC","chr2",25156994,"OpenSea","exon_23;3UTR;exon_23;3UTR"
"cg21331367_TC21","POMC","chr2",25171108,"Shelf",""
"cg20475380_BC21","POMC","chr2",25155782,"OpenSea","exon_23;3UTR;exon_23;3UTR"
"cg07984818_TC21","POMC","chr2",25175239,"OpenSea",""
"cg00488988_BC21","POMC","chr2",25178640,"OpenSea",""
"cg00333669_TC21","POMC","chr2",25157170,"Shelf","exon_23;3UTR;exon_23;3UTR"
"cg02558452_BC21","POMC","chr2",25169716,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg26008643_TC21","POMC","chr2",25157137,"Shelf","exon_23;3UTR;exon_23;3UTR"
"cg02558138_TC21","POMC","chr2",25156461,"OpenSea","exon_23;3UTR;exon_23;3UTR"
"cg15715889_TC21","POMC","chr2",25170072,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg02558334_BC21","POMC","chr2",25166262,"Shore",""
"cg09916783_TC22","POMC","chr2",25169042,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg27569822_BC11","SLC6A4","chr17",30236101,"Island","TSS1500"
"cg06841846_BC11","SLC6A4","chr17",30237076,"Shore","TSS1500"
"cg14692377_TC11","SLC6A4","chr17",30235667,"Island","5UTR;exon_1"
"cg26741280_BC11","SLC6A4","chr17",30236071,"Island","TSS1500"
"cg19227924_BC11","SLC6A4","chr17",30238691,"Shelf",""
"cg12074493_TC11","SLC6A4","chr17",30237099,"Shore","TSS1500"
"cg10901968_TC11","SLC6A4","chr17",30236090,"Island","TSS1500"
"cg22584138_TC21","SLC6A4","chr17",30235202,"Shore",""
"cg05016953_BC21","SLC6A4","chr17",30235795,"Island","TSS200"
"cg06961290_TC21","SLC6A4","chr17",30208022,"OpenSea",""
"cg07119172_TC21","SLC6A4","chr17",30185000,"OpenSea","exon_6;exon_7"
"cg03363743_BC21","SLC6A4","chr17",30235456,"Island",""
"cg16647683_BC21","SLC6A4","chr17",30231080,"OpenSea",""
"cg24312412_BC21","SLC6A4","chr17",30185009,"OpenSea","exon_6;exon_7"
"cg20209182_BC21","SLC6A4","chr17",30203831,"OpenSea",""
"cg26438554_TC21","SLC6A4","chr17",30235715,"Island","TSS200"
"cg18584905_BC21","SLC6A4","chr17",30236282,"Shore","TSS1500"
"cg10241426_TC21","SLC6A4","chr17",30231916,"Shelf",""
"cg14352032_TC21","SLC6A4","chr17",30237816,"Shore",""
"cg25725890_TC21","SLC6A4","chr17",30236036,"Island","TSS1500"
"cg18397357_TC21","SLC6A4","chr17",30238240,"Shelf",""
"cg26126367_BC21","SLC6A4","chr17",30232479,"Shelf",""
"cg01991100_TC21","SLC6A4","chr17",30228917,"OpenSea",""
"cg10146136_TC21","SLC6A4","chr17",30220532,"OpenSea",""
"cg27427014_BC21","SLC6A4","chr17",30212962,"OpenSea",""
"cg06373684_BC21","SLC6A4","chr17",30235733,"Island","TSS200"
"cg09921370_TC21","SLC6A4","chr17",30228297,"OpenSea",""
"cg26067340_BC21","SLC6A4","chr17",30226187,"OpenSea",""
"cg03943825_TC21","SLC6A4","chr17",30219228,"OpenSea",""
"cg00386645_TC21","SLC6A4","chr17",30233947,"Shore",""
"cg03465955_BC21","SLC6A4","chr17",30244969,"OpenSea",""
"cg27641908_BC21","SLC6A4","chr17",30248043,"OpenSea",""
"cg04557871_BC21","SLC6A4","chr17",30248056,"OpenSea",""
"cg22315577_TC21","SLC6A4","chr17",30246820,"OpenSea",""
"cg22395754_TC21","SLC6A4","chr17",30247171,"OpenSea",""
"cg08743901_BC21","SLC6A4","chr17",30208538,"OpenSea",""
"cg14312898_BC21","SLC6A4","chr17",30236961,"Shore","TSS1500"
"cg03829016_TC21","SLC6A4","chr17",30236841,"Shore","TSS1500"
"cg22395263_BC21","SLC6A4","chr17",30219103,"OpenSea",""
"cg22113926_TC21","SLC6A4","chr17",30239313,"Shelf",""
"cg01330016_BC21","SLC6A4","chr17",30222788,"OpenSea",""
"cg22395403_BC21","SLC6A4","chr17",30227237,"OpenSea",""
"cg22395395_BC21","SLC6A4","chr17",30227023,"OpenSea",""
"cg23509869_TC11","TNF","chr6",31585664,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg14868222_TC11","TNF","chr6",31580563,"Shore","3UTR;exon_4;3UTR;exon_3"
"cg21467614_BC11","TNF","chr6",31575861,"OpenSea","exon_1"
"cg17169196_TC11","TNF","chr6",31572249,"OpenSea","5UTR;exon_1;TSS200"
"cg02402436_TC11","TNF","chr6",31572274,"OpenSea","5UTR;exon_1;TSS200"
"cg14597739_BC11","TNF","chr6",31572221,"OpenSea","5UTR;exon_1;TSS200"
"cg11586857_BC11","TNF","chr6",31572359,"OpenSea","5UTR;exon_1"
"cg16219283_TC11","TNF","chr6",31572225,"OpenSea","5UTR;exon_1;TSS200"
"cg15804767_TC11","TNF","chr6",31580819,"Island","exon_4;3UTR;exon_3"
"cg13815684_TC11","TNF","chr6",31572663,"OpenSea","exon_1"
"cg14437551_TC11","TNF","chr6",31572209,"OpenSea","5UTR;exon_1;TSS200"
"cg24216966_BC11","TNF","chr6",31572344,"OpenSea","5UTR;exon_1"
"cg12234287_TC11","TNF","chr6",31581452,"Island",""
"cg03880509_TC11","TNF","chr6",31580822,"Island","exon_4;3UTR;exon_3"
"cg25827881_TC11","TNF","chr6",31581084,"Island","exon_4;3UTR;exon_3"
"cg21029447_BC11","TNF","chr6",31580795,"Island","exon_4;3UTR;exon_3"
"cg23826582_TC11","TNF","chr6",31580835,"Island","exon_4;3UTR;exon_3"
"cg16280132_BC11","TNF","chr6",31572682,"OpenSea","exon_1"
"cg27531490_TC11","TNF","chr6",31574682,"OpenSea","TSS1500"
"cg15025383_BC11","TNF","chr6",31580892,"Island","exon_4;3UTR;exon_3"
"cg03702435_TC11","TNF","chr6",31581066,"Island","exon_4;3UTR;exon_3"
"cg16795830_TC11","TNF","chr6",31586422,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500"
"cg23351030_BC11","TNF","chr6",31581266,"Island",""
"cg17741993_TC11","TNF","chr6",31576917,"Shelf",""
"cg02075405_TC11","TNF","chr6",31581080,"Island","exon_4;3UTR;exon_3"
"cg13150632_BC11","TNF","chr6",31581445,"Island",""
"cg14208573_BC11","TNF","chr6",31581464,"Island",""
"cg27245606_TC11","TNF","chr6",31581261,"Island",""
"cg01360627_BC11","TNF","chr6",31577154,"Shelf","exon_4"
"cg21999229_BC11","TNF","chr6",31572237,"OpenSea","5UTR;exon_1;TSS200"
"cg17709873_TC21","TNF","chr6",31572679,"OpenSea","exon_1"
"cg23509869_BC21","TNF","chr6",31585664,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg23509869_BC22","TNF","chr6",31585664,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg09365972_BC21","TNF","chr6",31575571,"OpenSea","5UTR;exon_1"
"cg14324675_BC21","TNF","chr6",31587071,"OpenSea","TSS200;TSS200;TSS200"
"cg17755321_BC21","TNF","chr6",31578308,"Shelf","exon_4;3UTR"
"cg18656170_BC21","TNF","chr6",31583648,"Shelf","TSS1500;TSS1500"
"cg04425624_BC21","TNF","chr6",31575788,"OpenSea","exon_1"
"cg11484872_TC21","TNF","chr6",31575392,"OpenSea","TSS200"
"cg10995925_BC21","TNF","chr6",31571824,"OpenSea","TSS1500;TSS1500"
"cg18384277_BC21","TNF","chr6",31583065,"Shore","TSS1500;TSS1500"
"cg14441276_TC21","TNF","chr6",31571958,"OpenSea","TSS1500;TSS200"
"cg02249390_TC21","TNF","chr6",31582835,"Shore","TSS1500;TSS1500"
"cg13335388_TC21","TNF","chr6",31582464,"Shore","TSS200;TSS200"
"cg07744273_TC21","TNF","chr6",31570747,"OpenSea","TSS1500"
"cg21370522_BC21","TNF","chr6",31575442,"OpenSea","TSS200"
"cg09736959_TC21","TNF","chr6",31572337,"OpenSea","5UTR;exon_1"
"cg22318806_TC21","TNF","chr6",31572634,"OpenSea","exon_1"
"cg20477259_TC21","TNF","chr6",31577183,"Shelf","exon_4"
"cg14910524_BC21","TNF","chr6",31574171,"OpenSea","exon_4;3UTR;exon_4;3UTR;TSS1500;TSS1500"
"cg00900444_BC21","TNF","chr6",31580514,"Shore",""
"cg14306709_TC21","TNF","chr6",31579927,"Shore",""
"cg26729380_BC21","TNF","chr6",31575878,"OpenSea","exon_1"
"cg08553327_TC21","TNF","chr6",31575870,"OpenSea","exon_1"
"cg18031455_TC21","TNF","chr6",31587654,"OpenSea","exon_2;exon_3;exon_3;exon_2"
"cg06825478_TC21","TNF","chr6",31578290,"Shelf","exon_4;3UTR"
"cg01569083_TC21","TNF","chr6",31575512,"OpenSea","TSS200"
"cg00731683_BC21","TNF","chr6",31580660,"Island","3UTR;exon_4;3UTR;exon_3"
"cg09531959_BC21","TNF","chr6",31586781,"OpenSea","5UTR;exon_1;TSS1500;TSS1500;TSS1500"
"cg01157951_BC21","TNF","chr6",31572622,"OpenSea","exon_1"
"cg06526741_TC21","TNF","chr6",31582152,"Shore",""
"cg24452282_TC21","TNF","chr6",31574963,"OpenSea","TSS1500"
"cg04836028_TC21","TNF","chr6",31586486,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500"
"cg19124225_BC21","TNF","chr6",31578059,"Shelf","exon_4;3UTR"
"cg19271190_TC21","TNF","chr6",31587169,"OpenSea","TSS200;TSS200;TSS200"
"cg24926370_BC21","TNF","chr6",31581256,"Island",""
"cg26311932_BC21","TNF","chr6",31581786,"Shore",""
"cg06887580_BC21","TNF","chr6",31582922,"Shore","TSS1500;TSS1500"
"cg03739609_TC21","TNF","chr6",31587239,"OpenSea","5UTR;exon_1;5UTR;exon_1;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;exon_2;exon_2"
"cg15989608_BC21","TNF","chr6",31577544,"Shelf","exon_4;3UTR"
"cg03599224_BC21","TNF","chr6",31573572,"OpenSea","exon_4;exon_4;TSS1500"
"cg10196103_BC21","TNF","chr6",31581366,"Island",""
"cg21240855_BC21","TNF","chr6",31573684,"OpenSea","exon_4;exon_4;TSS1500"
"cg12681001_TC21","TNF","chr6",31575763,"OpenSea","exon_1"
"cg24479522_TC21","TNF","chr6",31581848,"Shore","exon_2"
"cg23204396_TC21","TNF","chr6",31580330,"Shore",""
"cg03037030_BC21","TNF","chr6",31575523,"OpenSea","TSS200"
"cg10650821_BC21","TNF","chr6",31575909,"OpenSea","exon_1"
"cg02104962_BC21","TNF","chr6",31580537,"Shore",""
"cg10476003_BC21","TNF","chr6",31572392,"OpenSea","5UTR;exon_1"
"cg26724726_BC21","TNF","chr6",31582076,"Shore",""
"cg24540603_BC21","TNF","chr6",31580140,"Shore",""
"cg01106410_TC21","TNF","chr6",31581382,"Island",""
"cg27616007_TC21","TNF","chr6",31587052,"OpenSea","TSS200;TSS200;TSS200"
"cg10717214_BC21","TNF","chr6",31575780,"OpenSea","exon_1"
"cg04472685_BC21","TNF","chr6",31577696,"Shelf","exon_4;3UTR"
"cg21222743_BC21","TNF","chr6",31575768,"OpenSea","exon_1"
"cg20330447_TC21","TNF","chr6",31571762,"OpenSea","TSS1500;TSS1500"
"cg23384708_TC21","TNF","chr6",31577157,"Shelf","exon_4"
